label,question,sentence
1,How much did France pay for Sundgau?,"Beset by enemies and seeking to gain a free hand in Hungary, the Habsburgs sold their Sundgau territory (mostly in Upper Alsace) to France in 1646, which had occupied it, for the sum of 1.2 million Thalers."
1,Why did the definition of film speeds change considerably?,"This revision also saw significant changes in the definition of film speeds in order to accommodate then-recent changes in the American ASA PH2.5-1960 standard, so that film speeds of black-and-white negative film effectively would become doubled, that is, a film previously marked as ""18° DIN"" would now be labeled as ""21 DIN"" without emulsion changes."
0,Where is Pelham Bay Park?,"East of the Bronx River, the borough is relatively flat and includes four large low peninsulas, or 'necks,' of low-lying land which jut into the waters of the East River and were once saltmarsh:"
0,After what season will American Idol be cancelled?,"The continuing decline influenced further changes for season 14, including the loss of Coca-Cola as the show's major sponsor, and a decision to only broadcast one, two-hour show per week during the top 12 rounds (with results from the previous week integrated into the performance show, rather than having a separate results show)."
1,Who banned Saurez for four months after he bit another player?,"Following Enrique's arrival, Barcelona broke their transfer record when they paid Liverpool F.C. between €81 to €94 million for striker Luis Suárez, who was serving a four-month ban from all football-related activity imposed by the FIFA Disciplinary Committee after biting Italian defender Giorgio Chiellini during his appearance for Uruguay in a World Cup group stage match."
1,When was internet hunting introduced?,"When Internet hunting was introduced in 2005, allowing people to hunt over the Internet using remotely controlled guns, the practice was widely criticised by hunters as violating the principles of fair chase."
0,What branch are the majority of COATS members?,"Members of the Reserve Force Sub-Component COATS who are not employed part-time (Class A) or full-time (Class B) may be held on the ""Cadet Instructor Supplementary Staff List"" (CISS List) in anticipation of employment in the same manner as other reservists are held as members of the Supplementary Reserve."
0,What family has the Northumberland Vault?,"The majority of interments at the Abbey are of cremated remains, but some burials still take place - Frances Challen, wife of the Rev Sebastian Charles, Canon of Westminster, was buried alongside her husband in the south choir aisle in 2014."
1,What is an example of a maintenance-related elevator death?,"Of the 20 to 30 elevator-related deaths each year, most of them are maintenance-related — for example, technicians leaning too far into the shaft or getting caught between moving parts, and most of the rest are attributed to other kinds of accidents, such as people stepping blindly through doors that open into empty shafts or being strangled by scarves caught in the doors."
0,"What's another term for ""Frankish""?","Although some placenames recorded in Roman texts could arguably be considered as the oldest ""Dutch"" single words, like vadam (modern Dutch: wad, English: ""mudflat""), the Bergakker inscription yields the oldest evidence of Dutch morphology, but there is no consensus on the interpretation of the rest of the text."
1,What does FBI stand for?,"Unlike the Federal Bureau of Investigation (FBI), which is a domestic security service, CIA has no law enforcement function and is mainly focused on overseas intelligence gathering, with only limited domestic collection."
1,What type of globe did Zhang Heng invent?,"Among the technological accomplishments of China were, according to the British scholar Needham, early seismological detectors (Zhang Heng in the 2nd century), the water-powered celestial globe (Zhang Heng), matches, the independent invention of the decimal system, dry docks, sliding calipers, the double-action piston pump, cast iron, the blast furnace, the iron plough, the multi-tube seed drill, the wheelbarrow, the suspension bridge, the winnowing machine, the rotary fan, the parachute, natural gas as fuel, the raised-relief map, the propeller, the crossbow, and a solid fuel rocket, the multistage rocket, the horse collar, along with contributions in logic, astronomy, medicine, and other fields."
1,What is one of London's World Heritage Sites?,"London contains four World Heritage Sites: the Tower of London; Kew Gardens; the site comprising the Palace of Westminster, Westminster Abbey, and St Margaret's Church; and the historic settlement of Greenwich (in which the Royal Observatory, Greenwich marks the Prime Meridian, 0° longitude, and GMT)."
